#FORMAT=WebAnno TSV 3.3


#Text=title: "Дробные рациональные выражения.
1-1	0-5	title	
10-13	1015-1021	восемь	
10-14	1021-1022	.	

#Text=У этой рациональной дроби при икс равном восьми в знаменателе получим ноль, то есть допустимыми значениями данной дроби являются все числа кроме нуля.
11-1	1023-1024	У	
11-2	1025-1029	этой	
11-3	1030-1042	рациональной	
11-4	1043-1048	дроби	
11-5	1049-1052	при	
11-6	1053-1056	икс	
11-7	1057-1063	равном	
11-8	1064-1070	восьми	
11-9	1071-1072	в	
11-10	1073-1084	знаменателе	
11-11	1085-1092	получим	
11-12	1093-1097	ноль	
11-13	1097-1098	,	
11-14	1099-1101	то	
11-15	1102-1106	есть	
11-16	1107-1118	допустимыми	
11-17	1119-1129	значениями	
11-18	1130-1136	данной	
11-19	1137-1142	дроби	
11-20	1143-1151	являются	
11-21	1152-1155	все	
11-22	1156-1161	числа	
11-23	1162-1167	кроме	
11-24	1168-1172	нуля	
11-25	1172-1173	.	

#Text=Чтобы найти допустимые значения рациональной дроби, нужно приравнять знаменатель дроби к нулю, найти решение полученного уравнения и из всех чисел исключить решение полученного уравнения.
12-1	1174-1179	Чтобы	
12-2	1180-1185	найти	
12-3	1186-1196	допустимые	
12-4	1197-1205	значения	
12-5	1206-1218	рациональной	
12-6	1219-1224	дроби	
12-7	1224-1225	,	
12-8	1226-1231	нужно	
12-9	1232-1242	приравнять	
12-10	1243-1254	знаменатель	
12-11	1255-1260	дроби	
12-12	1261-1262	к	
12-13	1263-1267	нулю	
12-14	1267-1268	,	
12-15	1269-1274	найти	
12-16	1275-1282	решение	
12-17	1283-1294	полученного	
12-18	1295-1304	уравнения	
12-19	1305-1306	и	
12-20	1307-1309	из	
12-21	1310-1314	всех	
12-22	1315-1320	чисел	
12-23	1321-1330	исключить	
12-24	1331-1338	решение	
12-25	1339-1350	полученного	
12-26	1351-1360	уравнения	
12-27	1360-1361	.	

#Text=Например, найдем допустимое значение выражения икс, деленное на три икс минус икс в квадрате, приравняем знаменатель этой дроби к нулю и решим полученное уравнение.
13-1	1362-1370	Например	
13-2	1370-1371	,	
13-3	1372-1378	найдем	
13-4	1379-1389	допустимое	
13-5	1390-1398	значение	
13-6	1399-1408	выражения	
13-7	1409-1412	икс	
13-8	1412-1413	,	
13-9	1414-1422	деленное	
13-10	1423-1425	на	
13-11	1426-1429	три	
13-12	1430-1433	икс	
13-13	1434-1439	минус	
13-14	1440-1443	икс	
13-15	1444-1445	в	
13-16	1446-1454	квадрате	
13-17	1454-1455	,	
13-18	1456-1466	приравняем	
13-19	1467-1478	знаменатель	
13-20	1479-1483	этой	
13-21	1484-1489	дроби	
13-22	1490-1491	к	
13-23	1492-1496	нулю	
13-24	1497-1498	и	
13-25	1499-1504	решим	
13-26	1505-1515	полученное	
13-27	1516-1525	уравнение	
13-28	1525-1526	.	

#Text=Вынесем икс за скобки приравняем каждый множитель к нулю.
14-1	1527-1534	Вынесем	
14-2	1535-1538	икс	
14-3	1539-1541	за	
14-4	1542-1548	скобки	
14-5	1549-1559	приравняем	
14-6	1560-1566	каждый	
14-7	1567-1576	множитель	
14-8	1577-1578	к	
14-9	1579-1583	нулю	
14-10	1583-1584	.	

#Text=Из второго уравнения получаем, что икс равен трем.
15-1	1585-1587	Из	
15-2	1588-1595	второго	
15-3	1596-1605	уравнения	
15-4	1606-1614	получаем	
15-5	1614-1615	,	
15-6	1616-1619	что	
15-7	1620-1623	икс	
15-8	1624-1629	равен	
15-9	1630-1634	трем	
15-10	1634-1635	.	

#Text=Таким образом, корнями данного уравнения являются числа ноль и три, следовательно, допустимыми значениями данные дроби являются все числа кроме нуля и тройки.
16-1	1636-1641	Таким	
16-2	1642-1649	образом	
16-3	1649-1650	,	
16-4	1651-1658	корнями	
16-5	1659-1666	данного	
16-6	1667-1676	уравнения	
16-7	1677-1685	являются	
16-8	1686-1691	числа	
16-9	1692-1696	ноль	
16-10	1697-1698	и	
16-11	1699-1702	три	
16-12	1702-1703	,	
16-13	1704-1717	следовательно	
16-14	1717-1718	,	
16-15	1719-1730	допустимыми	
16-16	1731-1741	значениями	
16-17	1742-1748	данные	
16-18	1749-1754	дроби	
16-19	1755-1763	являются	
16-20	1764-1767	все	
16-21	1768-1773	числа	
16-22	1774-1779	кроме	
16-23	1780-1784	нуля	
16-24	1785-1786	и	
16-25	1787-1793	тройки	
16-26	1793-1794	.	

#Text=Записывают это так: икс – любое число, кроме икс, равного нулю или икс равного трем.
17-1	1795-1805	Записывают	
17-2	1806-1809	это	
17-3	1810-1813	так	
17-4	1813-1814	:	
17-5	1815-1818	икс	
17-6	1819-1820	–	
17-7	1821-1826	любое	
17-8	1827-1832	число	
17-9	1832-1833	,	
17-10	1834-1839	кроме	
17-11	1840-1843	икс	
17-12	1843-1844	,	
17-13	1845-1852	равного	
17-14	1853-1857	нулю	
17-15	1858-1861	или	
17-16	1862-1865	икс	
17-17	1866-1873	равного	
17-18	1874-1878	трем	
17-19	1878-1879	.	

#Text=Рассмотрим действия с рациональными дробями.
18-1	1880-1890	Рассмотрим	
18-2	1891-1899	действия	
18-3	1900-1901	с	
18-4	1902-1915	рациональными	
18-5	1916-1923	дробями	
18-6	1923-1924	.	

#Text=Первое действие – сокращение дробей.
19-1	1925-1931	Первое	
19-2	1932-1940	действие	
19-3	1941-1942	–	
19-4	1943-1953	сокращение	
19-5	1954-1960	дробей	
19-6	1960-1961	.	

#Text=Сократить дробь – это значит разделить числитель и знаменатель дроби на общий множитель.
20-1	1962-1971	Сократить	
20-2	1972-1977	дробь	
20-3	1978-1979	–	
20-4	1980-1983	это	
20-5	1984-1990	значит	
20-6	1991-2000	разделить	
20-7	2001-2010	числитель	
20-8	2011-2012	и	
20-9	2013-2024	знаменатель	
20-10	2025-2030	дроби	
20-11	2031-2033	на	
20-12	2034-2039	общий	
20-13	2040-2049	множитель	
20-14	2049-2050	.	

#Text=Это действие обусловлено основным свойством дроби, которое позволяет делить числитель и знаменатель на любое выражение или число отличное от нуля.
21-1	2051-2054	Это	
21-2	2055-2063	действие	
21-3	2064-2075	обусловлено	
21-4	2076-2084	основным	
21-5	2085-2094	свойством	
21-6	2095-2100	дроби	
21-7	2100-2101	,	
21-8	2102-2109	которое	
21-9	2110-2119	позволяет	
21-10	2120-2126	делить	
21-11	2127-2136	числитель	
21-12	2137-2138	и	
21-13	2139-2150	знаменатель	
21-14	2151-2153	на	
21-15	2154-2159	любое	
21-16	2160-2169	выражение	
21-17	2170-2173	или	
21-18	2174-2179	число	
21-19	2180-2188	отличное	
21-20	2189-2191	от	
21-21	2192-2196	нуля	
21-22	2196-2197	.	

#Text=Для того, чтобы сократить дробь, нужно разложить числитель и знаменатель дроби на множители, выделить общий множитель в числителе и знаменателе и разделить числитель и знаменатель дроби на этот общий множитель.
22-1	2199-2202	Для	
22-2	2203-2207	того	
22-3	2207-2208	,	
22-4	2209-2214	чтобы	
22-5	2215-2224	сократить	
22-6	2225-2230	дробь	
22-7	2230-2231	,	
22-8	2232-2237	нужно	
22-9	2238-2247	разложить	
22-10	2248-2257	числитель	
22-11	2258-2259	и	
22-12	2260-2271	знаменатель	
22-13	2272-2277	дроби	
22-14	2278-2280	на	
22-15	2281-2290	множители	
22-16	2290-2291	,	
22-17	2292-2300	выделить	
22-18	2301-2306	общий	
22-19	2307-2316	множитель	
22-20	2317-2318	в	
22-21	2319-2328	числителе	
22-22	2329-2330	и	
22-23	2331-2342	знаменателе	
22-24	2343-2344	и	
22-25	2345-2354	разделить	
22-26	2355-2364	числитель	
22-27	2365-2366	и	
22-28	2367-2378	знаменатель	
22-29	2379-2384	дроби	
22-30	2385-2387	на	
22-31	2388-2392	этот	
22-32	2393-2398	общий	
22-33	2399-2408	множитель	
22-34	2408-2409	.	

#Text=Рассмотрим следующий пример: сократите дробь три икс минус восемнадцать икс в квадрате.
23-1	2410-2420	Рассмотрим	
23-2	2421-2430	следующий	
23-3	2431-2437	пример	
23-4	2437-2438	:	
23-5	2439-2448	сократите	
23-6	2449-2454	дробь	
23-7	2455-2458	три	
23-8	2459-2462	икс	
23-9	2463-2468	минус	
23-10	2469-2481	восемнадцать	
23-11	2482-2485	икс	
23-12	2486-2487	в	
23-13	2488-2496	квадрате	
23-14	2496-2497	.	

#Text=В числителе дроби, в знаменателе пятнадцать икс квадрат минус девяносто икс в третьей степени.
24-1	2498-2499	В	
24-2	2500-2509	числителе	
24-3	2510-2515	дроби	
24-4	2515-2516	,	
24-5	2517-2518	в	
24-6	2519-2530	знаменателе	
24-7	2531-2541	пятнадцать	
24-8	2542-2545	икс	
24-9	2546-2553	квадрат	
24-10	2554-2559	минус	
24-11	2560-2569	девяносто	
24-12	2570-2573	икс	
24-13	2574-2575	в	
24-14	2576-2583	третьей	
24-15	2584-2591	степени	
24-16	2591-2592	.	

#Text=Разложим числитель и знаменатель дроби на множители.
25-1	2593-2601	Разложим	
25-2	2602-2611	числитель	
25-3	2612-2613	и	
25-4	2614-2625	знаменатель	
25-5	2626-2631	дроби	
25-6	2632-2634	на	
25-7	2635-2644	множители	
25-8	2644-2645	.	

#Text=Для этого вынесем в числителе дроби три икс за скобки, в знаменателе – пятнадцать икс в квадрате за скобки.
26-1	2646-2649	Для	
26-2	2650-2655	этого	
26-3	2656-2663	вынесем	
26-4	2664-2665	в	
26-5	2666-2675	числителе	
26-6	2676-2681	дроби	
26-7	2682-2685	три	
26-8	2686-2689	икс	
26-9	2690-2692	за	
26-10	2693-2699	скобки	
26-11	2699-2700	,	
26-12	2701-2702	в	
26-13	2703-2714	знаменателе	
26-14	2715-2716	–	
26-15	2717-2727	пятнадцать	
26-16	2728-2731	икс	
26-17	2732-2733	в	
26-18	2734-2742	квадрате	
26-19	2743-2745	за	
26-20	2746-2752	скобки	
26-21	2752-2753	.	

#Text=Получим в числителе единица минус шесть икс, в знаменателе – единица минус шесть икс.
27-1	2754-2761	Получим	
27-2	2762-2763	в	
27-3	2764-2773	числителе	
27-4	2774-2781	единица	
27-5	2782-2787	минус	
27-6	2788-2793	шесть	
27-7	2794-2797	икс	
27-8	2797-2798	,	
27-9	2799-2800	в	
27-10	2801-2812	знаменателе	
27-11	2813-2814	–	
27-12	2815-2822	единица	
27-13	2823-2828	минус	
27-14	2829-2834	шесть	
27-15	2835-2838	икс	
27-16	2838-2839	.	

#Text=Выберем общий множитель в числителе и знаменателе – это три икс, умноженное на выражение в скобках, единица минус шесть икс, разделим числитель и знаменатель дроби на это выражение.
28-1	2840-2847	Выберем	
28-2	2848-2853	общий	
28-3	2854-2863	множитель	
28-4	2864-2865	в	
28-5	2866-2875	числителе	
28-6	2876-2877	и	
28-7	2878-2889	знаменателе	
28-8	2890-2891	–	
28-9	2892-2895	это	
28-10	2896-2899	три	
28-11	2900-2903	икс	
28-12	2903-2904	,	
28-13	2905-2915	умноженное	
28-14	2916-2918	на	
28-15	2919-2928	выражение	
28-16	2929-2930	в	
28-17	2931-2938	скобках	
28-18	2938-2939	,	
28-19	2940-2947	единица	
28-20	2948-2953	минус	
28-21	2954-2959	шесть	
28-22	2960-2963	икс	
28-23	2963-2964	,	
28-24	2965-2973	разделим	
28-25	2974-2983	числитель	
28-26	2984-2985	и	
28-27	2986-2997	знаменатель	
28-28	2998-3003	дроби	
28-29	3004-3006	на	
28-30	3007-3010	это	
28-31	3011-3020	выражение	
28-32	3020-3021	.	

#Text=В числителе останется единица, в знаменателе – пять икс.
29-1	3022-3023	В	
29-2	3024-3033	числителе	
29-3	3034-3043	останется	
29-4	3044-3051	единица	
29-5	3051-3052	,	
29-6	3053-3054	в	
29-7	3055-3066	знаменателе	
29-8	3067-3068	–	
29-9	3069-3073	пять	
29-10	3074-3077	икс	
29-11	3077-3078	.	

#Text=Следующее действие – сложение и вычитание дробей.
30-1	3079-3088	Следующее	
30-2	3089-3097	действие	
30-3	3098-3099	–	
30-4	3100-3108	сложение	
30-5	3109-3110	и	
30-6	3111-3120	вычитание	
30-7	3121-3127	дробей	
30-8	3127-3128	.	

#Text=Сумма или разность двух дробей с одинаковыми знаменателями равна дроби с тем же знаменателем и числителем, который равен сумме или разности числителей исходящих дробей.
31-1	3129-3134	Сумма	
31-2	3135-3138	или	
31-3	3139-3147	разность	
31-4	3148-3152	двух	
31-5	3153-3159	дробей	
31-6	3160-3161	с	
31-7	3162-3173	одинаковыми	
31-8	3174-3187	знаменателями	
31-9	3188-3193	равна	
31-10	3194-3199	дроби	
31-11	3200-3201	с	
31-12	3202-3205	тем	
31-13	3206-3208	же	
31-14	3209-3221	знаменателем	
31-15	3222-3223	и	
31-16	3224-3234	числителем	
31-17	3234-3235	,	
31-18	3236-3243	который	
31-19	3244-3249	равен	
31-20	3250-3255	сумме	
31-21	3256-3259	или	
31-22	3260-3268	разности	
31-23	3269-3279	числителей	
31-24	3280-3289	исходящих	
31-25	3290-3296	дробей	
31-26	3296-3297	.	

#Text=Например, найдем сумму двух дробей: три а минус четыре в числителе дроби, а минус один в знаменателе, плюс семь минус четыре а в числителе, а минус единица в знаменателе.
32-1	3298-3306	Например	
32-2	3306-3307	,	
32-3	3308-3314	найдем	
32-4	3315-3320	сумму	
32-5	3321-3325	двух	
32-6	3326-3332	дробей	
32-7	3332-3333	:	
32-8	3334-3337	три	
32-9	3338-3339	а	
32-10	3340-3345	минус	
32-11	3346-3352	четыре	
32-12	3353-3354	в	
32-13	3355-3364	числителе	
32-14	3365-3370	дроби	
32-15	3370-3371	,	
32-16	3372-3373	а	
32-17	3374-3379	минус	
32-18	3380-3384	один	
32-19	3385-3386	в	
32-20	3387-3398	знаменателе	
32-21	3398-3399	,	
32-22	3400-3404	плюс	
32-23	3405-3409	семь	
32-24	3410-3415	минус	
32-25	3416-3422	четыре	
32-26	3423-3424	а	
32-27	3425-3426	в	
32-28	3427-3436	числителе	
32-29	3436-3437	,	
32-30	3438-3439	а	
32-31	3440-3445	минус	
32-32	3446-3453	единица	
32-33	3454-3455	в	
32-34	3456-3467	знаменателе	
32-35	3467-3468	.	

#Text=Нам нужно найти сумму двух дробей с одинаковыми знаменателями, результатом будут являться дробь с тем же знаменателем.
33-1	3469-3472	Нам	
33-2	3473-3478	нужно	
33-3	3479-3484	найти	
33-4	3485-3490	сумму	
33-5	3491-3495	двух	
33-6	3496-3502	дробей	
33-7	3503-3504	с	
33-8	3505-3516	одинаковыми	
33-9	3517-3530	знаменателями	
33-10	3530-3531	,	
33-11	3532-3543	результатом	
33-12	3544-3549	будут	
33-13	3550-3558	являться	
33-14	3559-3564	дробь	
33-15	3565-3566	с	
33-16	3567-3570	тем	
33-17	3571-3573	же	
33-18	3574-3586	знаменателем	
33-19	3586-3587	.	

#Text=Числители дробей мы сложим.
34-1	3588-3597	Числители	
34-2	3598-3604	дробей	
34-3	3605-3607	мы	
34-4	3608-3614	сложим	
34-5	3614-3615	.	

#Text=Приведем в числителе подобные слагаемые: семь минус четыре равняется три, три а минус четыре а, минус а, знаменатель переписываем.
35-1	3616-3624	Приведем	
35-2	3625-3626	в	
35-3	3627-3636	числителе	
35-4	3637-3645	подобные	
35-5	3646-3655	слагаемые	
35-6	3655-3656	:	
35-7	3657-3661	семь	
35-8	3662-3667	минус	
35-9	3668-3674	четыре	
35-10	3675-3684	равняется	
35-11	3685-3688	три	
35-12	3688-3689	,	
35-13	3690-3693	три	
35-14	3694-3695	а	
35-15	3696-3701	минус	
35-16	3702-3708	четыре	
35-17	3709-3710	а	
35-18	3710-3711	,	
35-19	3712-3717	минус	
35-20	3718-3719	а	
35-21	3719-3720	,	
35-22	3721-3732	знаменатель	
35-23	3733-3745	переписываем	
35-24	3745-3746	.	

#Text=Рассмотрим ещё один пример.
36-1	3747-3757	Рассмотрим	
36-2	3758-3761	ещё	
36-3	3762-3766	один	
36-4	3767-3773	пример	
36-5	3773-3774	.	

#Text=Найдем разность таких же дробей с одинаковыми знаменателями.
37-1	3775-3781	Найдем	
37-2	3782-3790	разность	
37-3	3791-3796	таких	
37-4	3797-3799	же	
37-5	3800-3806	дробей	
37-6	3807-3808	с	
37-7	3809-3820	одинаковыми	
37-8	3821-3834	знаменателями	
37-9	3834-3835	.	

#Text=Знаменатель оставляем, находим в числителе разность дробей.
38-1	3836-3847	Знаменатель	
38-2	3848-3857	оставляем	
38-3	3857-3858	,	
38-4	3859-3866	находим	
38-5	3867-3868	в	
38-6	3869-3878	числителе	
38-7	3879-3887	разность	
38-8	3888-3894	дробей	
38-9	3894-3895	.	

#Text=От двучлена будем отнимать двучлен, следовательно, знаки во втором числителе изменим на противоположные.
39-1	3896-3898	От	
39-2	3899-3907	двучлена	
39-3	3908-3913	будем	
39-4	3914-3922	отнимать	
39-5	3923-3930	двучлен	
39-6	3930-3931	,	
39-7	3932-3945	следовательно	
39-8	3945-3946	,	
39-9	3947-3952	знаки	
39-10	3953-3955	во	
39-11	3956-3962	втором	
39-12	3963-3972	числителе	
39-13	3973-3980	изменим	
39-14	3981-3983	на	
39-15	3984-3999	противоположные	
39-16	3999-4000	.	

#Text=Равняется три а плюс четыре а равно семь а, минус четыре минус семь, минус одиннадцать, знаменатель переписали.
40-1	4001-4010	Равняется	
40-2	4011-4014	три	
40-3	4015-4016	а	
40-4	4017-4021	плюс	
40-5	4022-4028	четыре	
40-6	4029-4030	а	
40-7	4031-4036	равно	
40-8	4037-4041	семь	
40-9	4042-4043	а	
40-10	4043-4044	,	
40-11	4045-4050	минус	
40-12	4051-4057	четыре	
40-13	4058-4063	минус	
40-14	4064-4068	семь	
40-15	4068-4069	,	
40-16	4070-4075	минус	
40-17	4076-4087	одиннадцать	
40-18	4087-4088	,	
40-19	4089-4100	знаменатель	
40-20	4101-4111	переписали	
40-21	4111-4112	.	

#Text=Получаем вот такой ответ.
41-1	4113-4121	Получаем	
41-2	4122-4125	вот	
41-3	4126-4131	такой	
41-4	4132-4137	ответ	
41-5	4137-4138	.	

#Text=При сложении и вычитании двух рациональных дробей с различными знаменателями нужно привести эти знаменатели к общему знаменателю и выполнить сложение или вычитание дробей с одинаковыми знаменателями.
42-1	4139-4142	При	
42-2	4143-4151	сложении	
42-3	4152-4153	и	
42-4	4154-4163	вычитании	
42-5	4164-4168	двух	
42-6	4169-4181	рациональных	
42-7	4182-4188	дробей	
42-8	4189-4190	с	
42-9	4191-4201	различными	
42-10	4202-4215	знаменателями	
42-11	4216-4221	нужно	
42-12	4222-4230	привести	
42-13	4231-4234	эти	
42-14	4235-4246	знаменатели	
42-15	4247-4248	к	
42-16	4249-4255	общему	
42-17	4256-4267	знаменателю	
42-18	4268-4269	и	
42-19	4270-4279	выполнить	
42-20	4280-4288	сложение	
42-21	4289-4292	или	
42-22	4293-4302	вычитание	
42-23	4303-4309	дробей	
42-24	4310-4311	с	
42-25	4312-4323	одинаковыми	
42-26	4324-4337	знаменателями	
42-27	4337-4338	.	

#Text=Рассмотрим следующий пример: дана дробь, в числителе пять, в знаменателе икс минус один плюс следующая дробь, в числителе четыре, в знаменателе икс плюс один.
43-1	4339-4349	Рассмотрим	
43-2	4350-4359	следующий	
43-3	4360-4366	пример	
43-4	4366-4367	:	
43-5	4368-4372	дана	
43-6	4373-4378	дробь	
43-7	4378-4379	,	
43-8	4380-4381	в	
43-9	4382-4391	числителе	
43-10	4392-4396	пять	
43-11	4396-4397	,	
43-12	4398-4399	в	
43-13	4400-4411	знаменателе	
43-14	4412-4415	икс	
43-15	4416-4421	минус	
43-16	4422-4426	один	
43-17	4427-4431	плюс	
43-18	4432-4441	следующая	
43-19	4442-4447	дробь	
43-20	4447-4448	,	
43-21	4449-4450	в	
43-22	4451-4460	числителе	
43-23	4461-4467	четыре	
43-24	4467-4468	,	
43-25	4469-4470	в	
43-26	4471-4482	знаменателе	
43-27	4483-4486	икс	
43-28	4487-4491	плюс	
43-29	4492-4496	один	
43-30	4496-4497	.	

#Text=Равняется.
44-1	4498-4507	Равняется	
44-2	4507-4508	.	

#Text=Приведем эти дроби к общему знаменателю.
45-1	4509-4517	Приведем	
45-2	4518-4521	эти	
45-3	4522-4527	дроби	
45-4	4528-4529	к	
45-5	4530-4536	общему	
45-6	4537-4548	знаменателю	
45-7	4548-4549	.	

#Text=Общим знаменателем будет являться произведение данных знаменателей.
46-1	4550-4555	Общим	
46-2	4556-4568	знаменателем	
46-3	4569-4574	будет	
46-4	4575-4583	являться	
46-5	4584-4596	произведение	
46-6	4597-4603	данных	
46-7	4604-4616	знаменателей	
46-8	4616-4617	.	

#Text=Дополнительным множителем первой дроби служит второй знаменатель, а дополнительным множителем ко второй дроби, соответственно, первый знаменатель.
47-1	4618-4632	Дополнительным	
47-2	4633-4643	множителем	
47-3	4644-4650	первой	
47-4	4651-4656	дроби	
47-5	4657-4663	служит	
47-6	4664-4670	второй	
47-7	4671-4682	знаменатель	
47-8	4682-4683	,	
47-9	4684-4685	а	
47-10	4686-4700	дополнительным	
47-11	4701-4711	множителем	
47-12	4712-4714	ко	
47-13	4715-4721	второй	
47-14	4722-4727	дроби	
47-15	4727-4728	,	
47-16	4729-4743	соответственно	
47-17	4743-4744	,	
47-18	4745-4751	первый	
47-19	4752-4763	знаменатель	
47-20	4763-4764	.	

#Text=Найдем произведения, то есть раскроем скобки: пять икс плюс пять, плюс четыре икс, минус четыре, приведем подобные слагаемые в числителе: пять икс плюс четыре икс равняется девять икс, пять минус четыре равняется единице, в знаменателе можно заметить разность квадратов, формул сокращенного умножения, получаем квадрат первого выражения минус квадрат второго выражения.
48-1	4765-4771	Найдем	
48-2	4772-4784	произведения	
48-3	4784-4785	,	
48-4	4786-4788	то	
48-5	4789-4793	есть	
48-6	4794-4802	раскроем	
48-7	4803-4809	скобки	
48-8	4809-4810	:	
48-9	4811-4815	пять	
48-10	4816-4819	икс	
48-11	4820-4824	плюс	
48-12	4825-4829	пять	
48-13	4829-4830	,	
48-14	4831-4835	плюс	
48-15	4836-4842	четыре	
48-16	4843-4846	икс	
48-17	4846-4847	,	
48-18	4848-4853	минус	
48-19	4854-4860	четыре	
48-20	4860-4861	,	
48-21	4862-4870	приведем	
48-22	4871-4879	подобные	
48-23	4880-4889	слагаемые	
48-24	4890-4891	в	
48-25	4892-4901	числителе	
48-26	4901-4902	:	
48-27	4903-4907	пять	
48-28	4908-4911	икс	
48-29	4912-4916	плюс	
48-30	4917-4923	четыре	
48-31	4924-4927	икс	
48-32	4928-4937	равняется	
48-33	4938-4944	девять	
48-34	4945-4948	икс	
